,Clinical Trial Drug Name,DrugBank Drug Name,Match Score,First Approval Date,Highest Development Phase
14528,8-chloroadenosine,8-chloroadenosine,100.0,,
14559,pleconaril,pleconaril,100.0,,2.0
14585,ctx130,ctx130,100.0,,
14632,xevinapant,xevinapant,100.0,,3.0
14638,minoxidil solution,minoxidil,100.0,1979.0,4.0
14639,alanyl-glutamine,alanyl glutamine,93.75,,3.0
14652,motolimod,motolimod,100.0,,2.0
14657,av608,av608,100.0,,
14660,nomacopan (rva576),nomacopan,100.0,,3.0
14661,tl-895,tl-895,100.0,,
14662,orteronel,orteronel,100.0,,3.0
14678,depemokimab (gsk3511294),depemokimab,100.0,,3.0
14679,ibudilast,ibudilast,100.0,1989.0,4.0
14683,elsulfavirine,elsulfavirine,100.0,,1.0
14697,afegostat tartrate,afegostat,100.0,,2.0
14699,garlic powder standardized to allicin,garlic,100.0,,3.0
14717,maltodextrin,maltodextrin,100.0,,4.0
14719,mapatumumab,mapatumumab,100.0,,2.0
14726,tricaprilin,tricaprylin,90.9090909090909,,3.0
14741,triazolam and pentobarbital,triazolam,100.0,1978.0,4.0
14748,clascoterone  solution,clascoterone,100.0,2020.0,4.0
14777,feladilimab,feladilimab,100.0,,3.0
14783,irx5183,irx-5183,93.33333333333333,,
14789,dolasetron,dolasetron,100.0,1997.0,4.0
14798,tesamorelin,tesamorelin,100.0,2010.0,4.0
14815,pegaptanib sodium,pegaptanib,100.0,2004.0,4.0
14820,noscapine,noscapine,100.0,,-1.0
14834,ceftolozane,ceftolozane,100.0,2014.0,4.0
14836,zetomipzomib,zetomipzomib,100.0,,1.0
14849,axs-12 (reboxetine),reboxetine,90.9090909090909,,
14878,combretastatin a-4 phosphate + paclitaxel + carboplatin,combretastatin,100.0,,1.0
14892,futuximab,futuximab,100.0,,3.0
14893,modotuximab,modotuximab,100.0,,3.0
14920,pf-04691502,pf-04691502,100.0,,2.0
14924,atiprimod,atiprimod,100.0,,-1.0
14929,rthrombin,rhthrombin,94.73684210526316,,
14935,gw406381,gw-406381,94.11764705882352,,3.0
14940,get73,get-73,90.9090909090909,,1.0
14951,figitumumab,figitumumab,100.0,,3.0
14956,egg oral immunotherapy,egg,100.0,,3.0
14967,naloxegol,naloxegol,100.0,2014.0,4.0
14982,kd7040 topical gel,kd7040,100.0,,2.0
14993,alicaforsen,alicaforsen,100.0,,3.0
14997,ex-527 (selisistat),selisistat,90.9090909090909,,
15004,pudexacianinium chloride,pudexacianinium,100.0,,3.0
15006,gtx-102,gtx-102,100.0,,2.0
15026,apg-157,apg-157,100.0,,2.0
15030,methylone,methylone,100.0,,1.0
15091,antroquinonol,antroquinonol,100.0,,2.0
15107,intetumumab,intetumumab,100.0,,2.0
15110,lemzoparlimab,lemzoparlimab,100.0,,3.0
15112,sn-38 liposome,sn-38,100.0,,
15119,verdiperstat,verdiperstat,100.0,,3.0
15123,bb-1701,bb-1701,100.0,,1.0
15145,isoquercetin,isoquercetin,100.0,,
15150,tiagabine,tiagabine,100.0,1997.0,4.0
15166,th-4000 (tarloxotinib),tarloxotinib,92.3076923076923,,
15171,didanosine,didanosine,100.0,,
15172,nevirapine,nevirapine,100.0,1996.0,4.0
15210,favezelimab,favezelimab,100.0,,3.0
15211,quavonlimab,quavonlimab,100.0,,3.0
15222,avp-21d9,avp-21d9,100.0,,1.0
15229,ripretinib,ripretinib,100.0,2020.0,4.0
15230,ddp225,ddp-225,92.3076923076923,,2.0
15233,ly3039478,ly-3039478,94.73684210526316,,
15240,volagidemab,volagidemab,100.0,,2.0
15280,ty800,ty800,100.0,,
15286,tibulizumab (ly3090106),tibulizumab,100.0,,2.0
15288,brm421 ophthalmic solution,brm-421,92.3076923076923,,2.0
15297,donidalorsen,donidalorsen,100.0,,3.0
15300,elx-02,elx-02,100.0,,2.0
15302,metadoxine,metadoxine,100.0,1985.0,4.0
15303,esuberaprost,esuberaprost,100.0,,3.0
15304,abiprubart,abiprubart,100.0,,2.0
15311,fenobam,fenobam,100.0,,2.0
15314,phylloquinone (k1),phylloquinone,100.0,,4.0
15315,menatetranone (mk4),menatetrenone,92.3076923076923,,3.0
15316,plx51107,plx51107,100.0,,1.0
15319,sincalide,sincalide,100.0,1976.0,4.0
15320,tg100-115,tg100-115,100.0,,2.0
15324,razuprotafib subcutaneous solution,razuprotafib,100.0,,2.0
15349,gsbr-1290 (capsule/tablet),gsbr-1290,100.0,,
15356,0. pf-04995274,pf-04995274,100.0,,1.0
15379,fasitibant- low dose,fasitibant,95.23809523809523,,2.0
15382,eplivanserin (sr46349),eplivanserin,100.0,,-1.0
15384,trimetrexate glucuronate,trimetrexate,100.0,1993.0,4.0
15397,mitoglitazone,mitoglitazone,100.0,,2.0
15400,d-methionine,d-methionine,100.0,,
15414,trofinetide,trofinetide,100.0,2023.0,4.0
15417,apc-100,ac-100,92.3076923076923,,
15420,tryptophan,tryptophan,100.0,,4.0
15432,pimonidazole,pimonidazole,100.0,,2.0
15436,av-412,av-412,100.0,,
15440,dapoxetine,dapoxetine,100.0,,4.0
15452,opebacan,opebacan,100.0,,2.0
15463,elnd005 (scyllo-inositol),scyllo-inositol,93.75,,2.0
15474,cobolimab,cobolimab,100.0,,2.0
15483,bradykinin,bradykinin,100.0,,
15513,menthol,menthol,100.0,2008.0,4.0
15519,trodusquemine (msi-1436),trodusquemine,100.0,,2.0
15522,reparixin,reparixin,100.0,,3.0
15528,obi-3424,obi-3424,100.0,,2.0
15535,fluorometholone  topical ocular steroid,fluorometholone,100.0,1972.0,4.0
15539,african potato (hypoxis obtusa),potato,100.0,,-1.0
15544,ly2300559,ly-2300559,94.73684210526316,,2.0
15556,serine proteinase-1 (serp-1),serine,100.0,,3.0
15560,onapristone er,onapristone,100.0,,4.0
15562,abequolixron,abequolixron,100.0,,1.0
15565,papaverine,papaverine,100.0,,4.0
15590,lorundrostat dose 1,lorundrostat,100.0,,2.0
15627,isa101b,isa101b,100.0,,1.0
15646,topical acetyl hexapeptide-8,hexapeptide-2,92.3076923076923,,
15650,recifercept,recifercept,100.0,,2.0
15662,gsk2798745 micronized api without sls and hypermellose (tablet a),gsk2798745,100.0,,2.0
15667,clenbuterol,clenbuterol,100.0,,4.0
15685,tilarginine acetate injection intravenous infusion,tilarginine,100.0,,
15687,zenocutuzumab,zenocutuzumab,100.0,,2.0
15691,seribantumab,seribantumab,100.0,,2.0
15702,ft516,ft516,100.0,,
15717,cantharidin,cantharidin,100.0,2023.0,4.0
15725,iratumumab,iratumumab,100.0,,2.0
15728,iseganan hydrochloride,iseganan,100.0,,3.0
15731,nipocalimab,nipocalimab,100.0,,3.0
15770,terconazole,terconazole,100.0,,
15774,azd1386,azd-1386,93.33333333333333,,2.0
15782,bertilimumab,bertilimumab,100.0,,2.0
15784,soybean oil soft gel,soybean,100.0,,4.0
15823,satavaptan,satavaptan,100.0,,3.0
15865,activated charcoal with sorbitol,sorbitol,100.0,,4.0
15867,vestipitant,vestipitant,100.0,,2.0
15882,abbv-011,abbv-011,100.0,,2.0
15887,ilaprazole,ilaprazole,100.0,,3.0
15900,auriclosene solution,auriclosene,100.0,,2.0
15902,suvn-g3031,suvn-g3031,100.0,,2.0
15909,amuvatinib (mp-470),amuvatinib,100.0,,2.0
15919,glumetinib,glumetinib,100.0,,2.0
15932,bbp-671,bbp-671,100.0,,
15953,tipranavir,tipranavir,100.0,,-1.0
15968,biotin labeled red blood cells,biotin,100.0,1985.0,4.0
15997,avtx-803,vtx-803,93.33333333333333,,
16002,ifetroban sodium,ifetroban,100.0,,2.0
16016,neosaxitoxin in saline,neosaxitoxin,100.0,,1.0
16027,telbivudine (ldt),telbivudine,100.0,2006.0,4.0
16035,mrx-4dp0004,mrx-4dp0004,100.0,,1.0
16045,vericiguat (bay1021189) (1.),vericiguat,100.0,2021.0,4.0
16098,lgh447,lgh-447,92.3076923076923,,1.0
16109,ly2452473,ly-2452473,94.73684210526316,,
16113,e6201,e-6201,90.9090909090909,,2.0
16132,5-hydroxytryptophan,2-hydroxy-tryptophan,92.3076923076923,,4.0
16169,iclepertin,iclepertin,100.0,,3.0
16173,danaparoid sodium,danaparoid,100.0,1996.0,4.0
16199,substance p-saporin,substance p,90.0,,
16206,iopromide  i/ml,iopromide,100.0,1995.0,4.0
16250,danicamtiv,danicamtiv,100.0,,2.0
16300,tp-3654,tp-3654,100.0,,1.0
16314,ecabet ophthalmic solution,ecabet,100.0,,3.0
16344,ica-105665,ica-105665,100.0,,
16345,indium in 111 anti-cd45 monoclonal antibody bc8,indium,100.0,1994.0,4.0
16370,tibolone,tibolone,100.0,,4.0
16374,etonogestrel contraceptive implant,etonogestrel,100.0,2001.0,4.0
16376,filibuvir,filibuvir,100.0,,3.0
16390,bms-986104,bms-986104,100.0,,1.0
16404,ssr591813l (dianicline),dianicline,90.9090909090909,,3.0
16408,vintafolide iv bolus,vintafolide,100.0,,3.0
16425,durlobactam,durlobactam,100.0,2023.0,4.0
16437,morab-066,morab-066,100.0,,
16469,tas-117,tas-117,100.0,,2.0
16474,epetraborole,epetraborole,100.0,,2.0
16491,isosorbide dinitrate,isosorbide,100.0,1974.0,4.0
16495,vlx-1005,vlx-1005,100.0,,2.0
16503,idalopirdine,idalopirdine,100.0,,3.0
16506,vitamin d + l-cysteine,d-cysteine,90.0,,
16509,sea-bcma,sea-bcma,100.0,,1.0
16519,tavapadon,tavapadon,100.0,,3.0
16521,molidustat (bay 85-3934),molidustat,100.0,,2.0
16536,sutezolid,sutezolid,100.0,,2.0
16538,naftifine hydrochloride,naftifine,100.0,1988.0,4.0
16560,zimberelimab,zimberelimab,100.0,,3.0
16561,besifloxacin ophthalmic suspension,besifloxacin,100.0,2009.0,4.0
16563,mezagitamab,mezagitamab,100.0,,2.0
16582,neurovax,neurovax,100.0,,
16608,labetuzumab govitecan (lg),labetuzumab,100.0,,2.0
16610,gsk690693,gsk-690693,94.73684210526316,,1.0
16612,onl1204 ophthalmic solution,onl-1204,93.33333333333333,,2.0
16621,ami multistem cells,multistem,100.0,,
16632,pf-04620110,pf-04620110,100.0,,1.0
16646,atn-161,atn-161,100.0,,2.0
16652,ponezumab,ponezumab,100.0,,2.0
16683,azd7268,azd-7268,93.33333333333333,,2.0
16697,naquotinib,naquotinib,100.0,,3.0
16715,cep-9722,cep-9722,100.0,,1.0
16720,solriamfetol,solriamfetol,100.0,2019.0,4.0
16723,pitolisant oral tablet,pitolisant,100.0,2019.0,4.0
16725,betrixaban,betrixaban,100.0,2017.0,4.0
16726,povorcitinib,povorcitinib,100.0,,3.0
16743,ertugliflozin,ertugliflozin,100.0,2017.0,4.0
16744,astegolimab,astegolimab,100.0,,3.0
16774,evorpacept (alx148),evorpacept,100.0,,2.0
16798,tranilast,tranilast,100.0,,3.0
16800,nepadutant,nepadutant,100.0,,2.0
16813,rebamipide  ophthalmic suspension,rebamipide,100.0,,3.0
16817,sphingosine kinase-2 inhibitor abc294640,sphingosine,100.0,,
16881,pf-06835919,pf-06835919,100.0,,2.0
16885,emerfetamab,emerfetamab,100.0,,1.0
16888,asenapine,asenapine,100.0,2009.0,4.0
16905,metreleptin,metreleptin,100.0,2014.0,4.0
16919,simethicone solution,simethicone,100.0,1996.0,4.0
16931,ceftazidime,ceftazidime,100.0,1985.0,4.0
16953,mitapivat,mitapivat,100.0,2022.0,4.0
16956,lusutrombopag,lusutrombopag,100.0,2018.0,4.0
16964,talacotuzumab,talacotuzumab,100.0,,2.0
16966,sonazoid (perflubutane),perflubutane,92.3076923076923,,3.0
17010,np-120 (ifenprodil),ifenprodil,90.9090909090909,,4.0
17023,fispemifene once daily for 4 weeks,fispemifene,100.0,,2.0
17030,ab001 patch,abh001,90.9090909090909,,
17062,kb105,kb105,100.0,,2.0
17071,pexidartinib,pexidartinib,100.0,2019.0,4.0
17075,wp1066,wp-1066,92.3076923076923,,1.0
17109,abagovomab,abagovomab,100.0,,3.0
17120,pf-03382792 cohort 1,pf-03382792,100.0,,1.0
17135,vilobelimab,vilobelimab,100.0,,2.0
17143,imgn779,imgn779,100.0,,1.0
17151,volanesorsen,volanesorsen,100.0,,4.0
17176,brilacidin,brilacidin,100.0,,2.0
17182,salvinorin a,salvinorin a,90.9090909090909,,1.0
17192,lecanemab,lecanemab,100.0,2023.0,4.0
17193,icosabutate,icosabutate,100.0,,2.0
17210,revefenacin inhalation solution [yupelri],revefenacin,100.0,2018.0,4.0
17221,tj003234,tj003234,100.0,,2.0
17237,tonapofylline,tonapofylline,100.0,,3.0
17240,bradanicline,bradanicline,100.0,,-1.0
17258,ace393,ace393,100.0,,
17261,deferiprone dr tablets  (low dosage),deferiprone,100.0,1999.0,4.0
17272,boserolimab,boserolimab,100.0,,2.0
17273,mk-4830,mk-4830,100.0,,
17274,mk-0482,mk-0482,100.0,,
17279,cyc116,cyc116,100.0,,1.0
17302,selicrelumab,selicrelumab,100.0,,2.0
17303,vanucizumab,vanucizumab,100.0,,2.0
17308,hydroxocobalamin,hydroxocobalamin,100.0,2007.0,4.0
17317,dl-alpha-tocopherol,dl-alpha-tocopherol,100.0,,
17322,revumenib,revumenib,100.0,,2.0
17325,ensartinib,ensartinib,100.0,,3.0
17332,eo-3021,eo-3021,100.0,,
17334,sar443122,sar443122,100.0,,2.0
17335,dcll9718s,dcll-9718s,94.73684210526316,,1.0
17343,ro5045337,ro-5045337,94.73684210526316,,
17356,azd7687,azd-7687,93.33333333333333,,1.0
17362,ct-2584,ct-2584,100.0,,2.0
17375,acetylated and butyrylated high amylose maize starch,amylose,100.0,,
17448,gc4419 (avasopasem manganese),avasopasem,95.23809523809523,,3.0
17501,moxidectin oral product,moxidectin,100.0,2018.0,4.0
17512,colistimethate sodium,colistimethate,100.0,1970.0,4.0
17521,col-118 facial gel (1. brimonidine),col-118,100.0,,-1.0
17531,rofecoxib,rofecoxib,100.0,,
17542,ser-287,ser-287,100.0,,
17544,ly2140023,ly2140023,100.0,,1.0
17546,amibegron (sr58611a),amibegron,100.0,,3.0
17547,tofersen,tofersen,100.0,2023.0,4.0
17550,mango juice,mango,100.0,,
17569,tti-101,tti-101,100.0,,2.0
17571,neuropeptide y,neuropeptide y,92.3076923076923,,
17632,udenafil,udenafil,100.0,,3.0
17644,mivavotinib,mivavotinib,100.0,,2.0
17646,oral azelaprag (bge-105),azelaprag,100.0,,
17650,sumanirole,sumanirole,100.0,,
17651,s-warfarin,(s)-warfarin,90.9090909090909,,
17664,anagrelide cr,anagrelide,100.0,1997.0,4.0
17688,aficamten (,aficamten,100.0,,3.0
17707,opevesostat,opevesostat,100.0,,2.0
17712,rimexolone,rimexolone,100.0,1994.0,4.0
17716,edivoxetine,edivoxetine,100.0,,3.0
17721,ronacaleret ( tablet),ronacaleret,100.0,,-1.0
17749,progerinin,progerinin,100.0,,2.0
17753,xl820,xl820,100.0,,2.0
17759,bacitracin ointment,bacitracin,100.0,1948.0,4.0
17789,apto-253,apto-253,100.0,,1.0
17794,cere-110: adeno-associated virus injection surgery,cere-110,94.11764705882352,,
17801,oral racemic fenoterol,fenoterol,100.0,,4.0
17802,brilaroxazine,brilaroxazine,100.0,,3.0
17810,lasofoxifene,lasofoxifene,100.0,2009.0,4.0
17824,piclozotan,piclozotan,100.0,,2.0
17840,uracil cream,uracil,100.0,,3.0
17865,medi6469,medi-6469,94.11764705882352,,2.0
17866,depatuxizumab mafodotin,depatuxizumab,100.0,,2.0
17867,omigapil,omigapil,100.0,,2.0
17880,bbp-711,bbp-711,100.0,,
17884,cyanocobalamin,cyanocobalamin,100.0,,4.0
17890,pelitrexol,pelitrexol,100.0,,2.0
17906,etavopivat,etavopivat,100.0,,2.0
17909,xanthine oxidase inhibitor,xanthine,100.0,,
17917,oliceridine,oliceridine,100.0,2020.0,4.0
17919,pyridoxine,pyridoxine,100.0,1985.0,4.0
17930,cedirogant,cedirogant,100.0,,2.0
17978,inositol lower volume,inositol,100.0,,2.0
18008,latiglutenase,latiglutenase,100.0,,2.0
18036,medi-547,medi-547,100.0,,1.0
18070,paltusotine,paltusotine,100.0,,1.0
18083,sgn-30,sgn-30,100.0,,3.0
18111,pf-05190457,pf-5190457,95.23809523809523,,2.0
18133,desflurane,desflurane,100.0,1992.0,4.0
18140,kos-1584,kos-1584,100.0,,2.0
18147,gimsilumab,gimsilumab,100.0,,2.0
18159,osi-027,osi-027,100.0,,2.0
18167,tru-015,tru-015,100.0,,2.0
18170,natamycin,natamycin,100.0,1978.0,4.0
18171,iberdomide,iberdomide,100.0,,3.0
18188,epigallocatechin gallate (egcg),epigallocatechin,100.0,,
18195,nip292 tablet,nip-292,92.3076923076923,,
18204,sonrotoclax,sonrotoclax,100.0,,2.0
18211,duvoglustat,duvoglustat,100.0,,2.0
18213,adaptavir (monomeric dapta),dapta,90.9090909090909,,
18227,bleselumab,bleselumab,100.0,,2.0
18230,brequinar,brequinar,100.0,,2.0
18240,melperone hcl,melperone,100.0,,3.0
18242,low dose of kbp-covid-19,kbp-covid-19,100.0,,2.0
18250,nimodipine,nimodipine,100.0,,
18254,mericitabine,mericitabine,100.0,,2.0
18272,ptr-01,ptr-01,100.0,,
18273,azd8330,azd-8330,93.33333333333333,,1.0
18288,itepekimab ai,itepekimab,100.0,,3.0
18293,zandelisib,zandelisib,100.0,,3.0
18305,semagacestat,semagacestat,100.0,,
18308,roniciclib (bay1000394),roniciclib,100.0,,
18333,fenoldopam,fenoldopam,100.0,,
18336,albendazole,albendazole,100.0,1996.0,4.0
18341,xtmab-16 /kg,xtmab-16,100.0,,3.0
18369,oprelvekin,oprelvekin,100.0,1997.0,4.0
18381,agt-182,agt-182,100.0,,
18408,gsk2879552,gsk-2879552,95.23809523809523,,
18411,cisatracurium + neostigmine,cisatracurium,100.0,1995.0,4.0
18433,90y ibritumomabtiuxetan,ibritumomab tiuxetan,97.43589743589743,2002.0,4.0
18469,cinaciguat (bay58-2667),cinaciguat,100.0,,2.0
18472,cetrorelix  +,cetrorelix,100.0,1999.0,4.0
18475,thymalfasin,thymalfasin,100.0,,3.0
18492,fluocinonide cream,fluocinonide,100.0,1971.0,4.0
18499,divarasib,divarasib,100.0,,1.0
18516,tnx-201,tn-201,92.3076923076923,,
18520,cholesterol cream,cholesterol,100.0,,
18522,lumacaftor plus ivacaftor combination,lumacaftor,100.0,2015.0,4.0
18524,iowh032,iowh-032,93.33333333333333,,2.0
18533,cvac,cvac,100.0,,
18554,kite-222,kite-222,100.0,,
18572,nm-702 (phosphodiesterase inhibitor),nm-702,100.0,,
18584,blz945,blz-945,92.3076923076923,,
18597,methyl-d9-choline,methyl-d9-choline,100.0,,0.5
18598,lecozotan sr (sra-333),lecozotan,100.0,,3.0
18617,brivoligide injection /6 ml,brivoligide,100.0,,2.0
18629,serotonin agonist -,serotonin,100.0,,
18639,chlorcyclizine hcl,chlorcyclizine,100.0,,1.0
18642,begacestat,begacestat,100.0,,2.0
18654,golidocitinib,golidocitinib,100.0,,2.0
18700,almotriptan malate,almotriptan,100.0,2001.0,4.0
18703,levomilnacipran er,levomilnacipran,100.0,2013.0,4.0
18706,tideglusib,tideglusib,100.0,,2.0
18716,incb052793,incb052793,100.0,,
18739,itopride,itopride,100.0,,3.0
18751,carboprost tromethamine,carboprost,100.0,1979.0,4.0
18757,safingol,safingol,100.0,,2.0
18767,cts21166 (zpq-21166),cts-21166,94.11764705882352,,
18771,avid200,avid-200,93.33333333333333,,1.0
18798,azd8165,azd-8165,93.33333333333333,,1.0
18800,emibetuzumab,emibetuzumab,100.0,,2.0
18807,epc2407 (crinobulin),epc2407,100.0,,2.0
18818,k-134,k-134,100.0,,2.0
18822,kw-6356,kw-6356,100.0,,1.0
18829,nov-002,nov-002,100.0,,
18834,drisapersen,drisapersen,100.0,,3.0
18844,crisaborole,crisaborole,100.0,2016.0,4.0
18873,recombinant human porphobilinogen deaminase (porphozym),porphobilinogen,100.0,,
18887,mgb-bp-3,mgb-bp-3,100.0,,2.0
18888,alvelestat,alvelestat,100.0,,2.0
18906,plg0206,plg-0206,93.33333333333333,,1.0
18915,clazosentan 5 m/h,clazosentan,100.0,,1.0
18938,tulisokibart,tulisokibart,100.0,,2.0
18944,unesbulin,unesbulin,100.0,,2.0
18951,volociximab,volociximab,100.0,,3.0
18955,intrathecal mafosfamide,mafosfamide,100.0,,2.0
18961,ranirestat,ranirestat,100.0,,3.0
18963,leucine,leucine,100.0,,3.0
18998,nnz-2591,nnz-2591,100.0,,2.0
19002,afimetoran,afimetoran,100.0,,2.0
19003,talotrexin ammonium,talotrexin,100.0,,1.0
19013,idronoxil,idronoxil,100.0,,2.0
19092,lactose monohydrate powder,lactose,100.0,,3.0
19150,epicatechin,epicatechin,100.0,,2.0
19155,asp4058,asp-4058,93.33333333333333,,
19166,chromoendoscopy (indigo carmine),indigo,92.3076923076923,,3.0
19175,elranatamab,elranatamab,100.0,2023.0,4.0
19182,fb-001,fkb-001,92.3076923076923,,
19210,1 drop of  syl040012 (bamosiran),bamosiran,90.0,,2.0
19240,mb07811,mb07811,100.0,,2.0
19242,telitacicept,telitacicept,100.0,,3.0
19267,vx-765,vx-765,100.0,,
19280,estetrol monohydrate,estetrol,100.0,2021.0,4.0
19304,pf-04856884,pf-04856884,100.0,,2.0
19305,td101,td101,100.0,,
19306,samarium sm-153 lexidronam + docetaxel,samarium,100.0,,3.0
19315,activated prothrombin complex concentrate (feiba),prothrombin,100.0,,3.0
19318,pf-04217903,pf-04217903,100.0,,1.0
19389,gmi-1359,gmi-1359,100.0,,
19402,tonabersat,tonabersat,100.0,,2.0
19425,pvc suppression using flecainide,flecainide,100.0,1985.0,4.0
19430,pegargiminase,pegargiminase,100.0,,3.0
19439,"5-methoxy-n,n-dimethyltryptamine succinate salt","5-methoxy-n,n-dimethyltryptamine",100.0,,2.0
19443,ec-17,ec-17,100.0,,2.0
19447,he3286,he3286,100.0,,2.0
19450,tzp-101,tz-101,92.3076923076923,,
19459,succinylcholine 1 minute after rocuronium pretreatment,succinylcholine,100.0,,
19475,lff571,lff-571,92.3076923076923,,2.0
19482,ico-007 intravitreal injection,ico-007,100.0,,
19493,pomegranate tablet,pomegranate,100.0,,
19499,segesterone acetate and ethinyl estradiol,segesterone,100.0,2018.0,4.0
19503,zalutumumab,zalutumumab,100.0,,3.0
19506,ly2275796,ly2275796,100.0,,
19515,trimethaphan,trimethaphan,100.0,1982.0,4.0
19520,bms-741672,bms-741672,100.0,,2.0
19533,edecesertib,edecesertib,100.0,,2.0
19535,icariin,icariin,100.0,,3.0
19554,intravenous fructose challenge,fructose,100.0,,
19556,5-fluoro-2'-deoxycytidine (fdcyd) + tetrahydrouridine (thu),5-fluoro-2'-deoxycytidine,100.0,,
19557,levamlodipine,levamlodipine,100.0,2019.0,4.0
19568,olorinab,olorinab,100.0,,2.0
19574,difluprednate  ophthalmic emulsion,difluprednate,100.0,,
19591,deoxyspergualin,deoxyspergualin,100.0,,
19609,cyproheptadine,cyproheptadine,100.0,1961.0,4.0
19716,avanafil and enalapril,avanafil,100.0,,
19781,rtl1000 (recombinant t cell receptor ligand),rtl-1000,93.33333333333333,,
19816,benserazide only product,benserazide,100.0,,
19838,cytisine,cytisine,100.0,,3.0
19862,tetrodotoxin,tetrodotoxin,100.0,,3.0
19871,rosnilimab,rosnilimab,100.0,,2.0
19876,alpha-lipoic acid and acetyl-l-carnitine,acetylcarnitine,90.9090909090909,,4.0
19878,ot-730 ophthalmic solution,ot-730,100.0,,
19903,triclosan,triclosan,100.0,1997.0,4.0
19931,exebacase,exebacase,100.0,,3.0
19975,nedosiran,nedosiran,100.0,2023.0,4.0
19981,ventaprost (inhaled epoprostenol delivered via a dedicated delivery system),epoprostenol,100.0,1995.0,4.0
19985,medi3506,medi3506,100.0,,3.0
20000,jtk-853,jtk-853,100.0,,1.0
20014,tegavivint,tegavivint,100.0,,2.0
20063,ls11,ls11,100.0,,
20106,etelcalcetide,etelcalcetide,100.0,2016.0,4.0
20113,implitapide,implitapide,100.0,,2.0
20119,qr-313,qr-313,100.0,,
20128,ezogabine: usan retigabine (international nonproprietary name),ezogabine,94.73684210526316,2011.0,4.0
20129,cesium 131,cesium,100.0,,
20158,eptinezumab,eptinezumab,100.0,2020.0,4.0
20166,nofazinlimab (cs1003)+lenvatinib,nofazinlimab,100.0,,3.0
20170,benzonatate -,benzonatate,100.0,1958.0,4.0
20219,2-deoxyglucose (2dg),2-deoxyglucose,100.0,,
20232,aqx-1125,aqx-1125,100.0,,3.0
20243,benfotiamine,benfotiamine,100.0,,3.0
20245,tsn084,tsn-084,92.3076923076923,,1.0
20254,ach-0141625 (sovaprevir),sovaprevir,90.9090909090909,,2.0
20289,iltamiocel,iltamiocel,100.0,,3.0
20320,subretinally injected retinostat,remetinostat,90.9090909090909,,2.0
20324,siponimod,siponimod,100.0,2019.0,4.0
20346,tenapanor,tenapanor,100.0,2019.0,4.0
20412,tg4010,tg4010,100.0,,2.0
20437,volinanserin,volinanserin,100.0,,3.0
20438,difamilast,difamilast,100.0,,3.0
20456,nalfurafine hydrochloride(mt-9938) 2.,nalfurafine,100.0,2009.0,4.0
20469,sepofarsen,sepofarsen,100.0,,2.0
20472,semorinemab,semorinemab,100.0,,2.0
20473,ciclopirox olamine oral,ciclopirox,100.0,1982.0,4.0
20481,sq109,sq-109,90.9090909090909,,2.0
20482,indibulin,indibulin,100.0,,2.0
20483,selitrectinib (bay2731954) adult tablet,selitrectinib,100.0,,2.0
20490,rusfertide,rusfertide,100.0,,3.0
20507,abx196,abx-196,92.3076923076923,,1.0
20523,mirdametinib (pd-0325901) oral capsule or dispersible tablet,mirdametinib,100.0,,2.0
20543,alt-2074,alt-2074,100.0,,2.0
20545,brexanolone,brexanolone,100.0,2019.0,4.0
20555,berubicin hydrochloride (rta 744),berubicin,100.0,,2.0
20568,cerc-301,cerc-301,100.0,,
20574,xl228,xl228,100.0,,1.0
20583,necuparanib,necuparanib,100.0,,2.0
20589,hydroxyproline and leucine,hydroxyproline,100.0,,
20606,bentracimab (pb2452) infusion,bentracimab,100.0,,3.0
20627,gw810781,gw810781,100.0,,2.0
20628,indapamide,indapamide,100.0,1983.0,4.0
20629,zilebesiran,zilebesiran,100.0,,2.0
20638,lersivirine,lersivirine,100.0,,2.0
20644,rontalizumab,rontalizumab,100.0,,2.0
20665,quinagolide,quinagolide,100.0,,
20673,stro-001,stro-001,100.0,,1.0
20675,g207,g207,100.0,,
20683,pyridoxal 5'-phosphate,pyridoxal,100.0,,3.0
20689,strata 1 cxl-1020,cxl-1020,100.0,,2.0
20719,ly2584702,ly-2584702,94.73684210526316,,1.0
20720,quinapril hydrochloride tablets,quinapril,100.0,,
20745,tas-108,tas-108,100.0,,2.0
20748,miricorilant,miricorilant,100.0,,2.0
20774,adh-1,adh-1,100.0,,1.0
20787,cephalosporin or clindamycin/vancomycin antibiotics..,cephalosporin c,92.85714285714286,,-1.0
20795,pf-00477736,pf-477736,90.0,,1.0
20800,go-203-2c,go-203-2c,100.0,,1.0
20801,terbutaline,terbutaline,100.0,1974.0,4.0
20804,cortisone,cortisone,100.0,1950.0,4.0
20836,chlorpheniramine polistirex equivalent to  of chlorpheniramine maleate and hydrocodone polistirex equivalent to  of hydrocodone bitartrate capsule,chlorpheniramine,100.0,,
20861,anc-501,anc-501,100.0,,2.0
20880,seletracetam (ucb44212),seletracetam,100.0,,3.0
20904,reloxaliase,reloxaliase,100.0,,3.0
20906,plevitrexed,plevitrexed,100.0,,2.0
20916,telisotuzumab vedotin,telisotuzumab,100.0,,2.0
20943,brostallicin,brostallicin,100.0,,2.0
20954,arry-502,arry-502,100.0,,2.0
20962,daxdilimab,daxdilimab,100.0,,2.0
20964,elesclomol sodium,elesclomol,100.0,,3.0
20977,nifurtimox,nifurtimox,100.0,,
